seqnames	start	end	width	strand	gene_id	SYMBOL	ishyper	p.value
chr1	1072397	1079434	7038	+	254099	RP11-465B22.5	FALSE	0.00000000862084051988149
chr1	1102484	1102578	95	+	406984	MIR200B	FALSE	0.00000000862084051988149
chr1	1103243	1103332	90	+	406983	MIR200A	FALSE	0.00000000862084051988149
chr1	1104385	1104467	83	+	554210	MIR429	FALSE	0.00000000862084051988149
chr1	1109286	1133313	24028	+	254173	TTLL10	FALSE	0.00000000862084051988149
chr1	1138888	1142089	3202	-	8784	TNFRSF18	FALSE	0.00000000862084051988149
chr1	1146706	1149548	2843	-	7293	TNFRSF4	FALSE	0.00000000862084051988149
chr1	1152288	1167447	15160	-	51150	SDF4	FALSE	0.00000000862084051988149
chr1	1167629	1170420	2792	+	126792	B3GALT6	FALSE	0.00000000862084051988149
chr1	1177826	1182102	4277	-	388581	FAM132A	FALSE	0.00000000862084051988149
chr1	1189292	1209234	19943	-	118424	UBE2J2	FALSE	0.00000000862084051988149
chr1	1215816	1227409	11594	+	6339	SCNN1D	FALSE	0.00000000862084051988149
chr1	1227764	1244989	17226	-	116983	ACAP3	FALSE	0.00000000862084051988149
chr1	1243994	1247057	3064	+	126789	PUSL1	FALSE	0.00000000862084051988149
chr1	1246965	1260067	13103	-	54973	CPSF3L	FALSE	0.00000000862084051988149
chr1	1260143	1264276	4134	+	80772	GLTPD1	FALSE	0.00000000862084051988149
chr1	1266726	1269844	3119	+	83756	TAS1R3	FALSE	0.00000000862084051988149
chr1	1270658	1284492	13835	-	1855	DVL1	FALSE	0.00000000862084051988149
chr1	1288071	1297157	9087	-	54587	MXRA8	FALSE	0.00000000862084051988149
chr1	1309110	1310818	1709	-	54998	AURKAIP1	FALSE	0.00000000862084051988149
chr1	1321091	1334718	13628	-	81669	CCNL2	FALSE	0.00000000862084051988149
chr1	1334910	1337426	2517	+	148413	LOC148413	FALSE	0.00000000862084051988149
chr1	1337276	1342693	5418	-	55052	MRPL20	FALSE	0.00000000862084051988149
chr1	1353800	1356824	3025	-	441869	ANKRD65	FALSE	0.00000000862084051988149
chr1	1361508	1363167	1660	+	643965	TMEM88B	FALSE	0.00000000862084051988149
chr1	1370903	1378262	7360	+	64856	VWA1	FALSE	0.00000000862084051988149
chr1	1385069	1405538	20470	+	219293	ATAD3C	FALSE	0.00000000862084051988149
chr1	1407164	1444689	37526	+	83858	ATAD3B	FALSE	0.00000000862084051988149
chr1	1447523	1470067	22545	+	55210	ATAD3A	FALSE	0.00000000862084051988149
chr1	1470158	1475740	5583	-	339453	TMEM240	FALSE	0.00000000862084051988149
chr1	1477053	1510262	33210	-	29101	SSU72	FALSE	0.00000000862084051988149
chr1	1533388	1535476	2089	-	643988	C1orf233	FALSE	0.00000000862084051988149
chr1	1550795	1565990	15196	+	142678	MIB2	FALSE	0.00000000862084051988149
